campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
Social Media,Tier 2 City Customers,9.0,"Email, Facebook, Instagram",29497.0,1666.0,573.0,227.0,70597.0,1252.79,-0.75,English,8.36,Working Women,2024-11-12,purplle,284383.33
Influencer,Tier 2 City Customers,13.0,Instagram,67180.0,9673.0,2553.0,1017.0,687492.0,276.03,1.45,Tamil,19.71,Tier 2 City Customers,2024-07-18,purplle,280722.50999999995
Email,Tier 2 City Customers,23.0,"Email, Google, Facebook",35001.0,5205.0,2589.0,1548.0,1063476.0,36.46,17.84,Hindi,26.69,Tier 2 City Customers,2024-11-14,purplle,56440.08
Social Media,Tier 2 City Customers,22.0,Email,24058.0,2053.0,864.0,659.0,348611.0,190.15,1.78,Tamil,14.86,College Students,2025-06-01,purplle,125308.85
Social Media,College Students,13.0,"Email, WhatsApp, Google",87076.0,9165.0,4904.0,3792.0,1221024.0,210.02,0.53,English,20.51,Premium Shoppers,2025-05-02,purplle,796395.8400000001
Social Media,Working Women,20.0,"Instagram, YouTube",22408.0,3289.0,1627.0,1081.0,745890.0,257.67,1.68,Tamil,26.76,Youth,2024-09-19,purplle,278541.27
SEO,Youth,13.0,"Instagram, YouTube, WhatsApp",44659.0,2189.0,1144.0,375.0,186000.0,785.83,-0.37,Hindi,8.3,Tier 2 City Customers,2025-06-13,purplle,294686.25
Social Media,College Students,10.0,Email,89034.0,4511.0,1827.0,698.0,305724.0,159.53,1.75,Tamil,7.9,Youth,2025-01-15,purplle,111351.94
SEO,Tier 2 City Customers,24.0,Facebook,43960.0,6240.0,3513.0,2732.0,958932.0,42.36,7.29,English,28.4,College Students,2025-03-29,purplle,115727.52
Social Media,Working Women,25.0,"Facebook, Google",57443.0,4938.0,2562.0,1029.0,511413.0,278.24,0.79,English,14.85,Tier 2 City Customers,2025-04-06,purplle,286308.96
Email,Youth,5.0,Google,75048.0,8386.0,2236.0,1344.0,813120.0,107.42,4.63,English,15.94,Working Women,2025-02-06,purplle,144372.48
SEO,College Students,20.0,"Google, Instagram",86484.0,8965.0,3639.0,1573.0,682682.0,165.51,1.62,Tamil,16.39,Working Women,2024-09-25,purplle,260347.22999999998
Paid Ads,College Students,20.0,Email,80813.0,3546.0,760.0,264.0,201960.0,820.19,-0.07,Bengali,5.66,College Students,2024-07-07,purplle,216530.16
Influencer,Premium Shoppers,13.0,"Email, Google",70713.0,7736.0,2334.0,950.0,643150.0,109.3,5.19,Bengali,15.58,Youth,2025-02-06,purplle,103835.0
Influencer,Youth,14.0,"YouTube, Google",42297.0,1861.0,533.0,369.0,167526.0,206.52,1.2,Bengali,6.53,Youth,2025-04-15,purplle,76205.88
Paid Ads,Tier 2 City Customers,6.0,"Google, YouTube, WhatsApp",55182.5,10495.0,2343.0,1767.0,669693.0,75.33,4.03,English,26.47,Premium Shoppers,2025-05-09,purplle,133108.11
Influencer,Premium Shoppers,8.0,"WhatsApp, Instagram",97755.0,13195.0,3985.0,2307.0,1529541.0,78.34,7.46,Bengali,19.93,Youth,2025-05-16,purplle,180730.38
Influencer,Premium Shoppers,22.0,"Facebook, WhatsApp, Google",88082.0,8601.0,2988.0,1877.0,610025.0,61.3,4.3,Hindi,15.29,Premium Shoppers,2025-04-09,purplle,115060.09999999999
Paid Ads,College Students,25.0,"Email, Facebook",19568.0,929.0,399.0,317.0,117924.0,687.84,-0.46,English,8.41,Tier 2 City Customers,2024-08-20,purplle,218045.28
Social Media,Working Women,7.0,"WhatsApp, Email",19025.0,2781.0,1257.0,551.0,193952.0,110.42,2.19,Bengali,24.12,Working Women,2025-05-11,purplle,60841.42
SEO,Youth,26.0,"YouTube, Facebook",40709.0,6027.0,2088.0,700.0,379400.0,308.72,0.76,English,21.65,Tier 2 City Customers,2024-11-27,purplle,216104.00000000003
Paid Ads,College Students,21.0,"Facebook, Email",46590.0,2159.0,674.0,428.0,148516.0,668.3,-0.48,Tamil,7.0,Premium Shoppers,2024-07-26,purplle,286032.39999999997
Social Media,Premium Shoppers,14.0,"Google, Email, WhatsApp",78594.0,8793.0,5258.0,1621.0,1128216.0,153.08,3.55,Tamil,19.94,Premium Shoppers,2024-12-04,purplle,248142.68000000002
Social Media,Youth,11.0,"YouTube, Facebook, WhatsApp",51944.0,2504.0,1072.0,780.0,163020.0,126.61,0.65,Tamil,8.39,Youth,2024-11-20,purplle,98755.8
Email,College Students,16.0,Email,75759.0,6856.0,3933.0,2699.0,923058.0,90.34,2.79,Bengali,17.8,College Students,2025-02-08,purplle,243827.66
Influencer,Working Women,6.0,"YouTube, Instagram",18556.0,2015.0,1093.0,346.0,73006.0,423.45,-0.5,Tamil,18.61,Youth,2024-12-01,purplle,146513.69999999998
Influencer,College Students,22.0,"Instagram, Email",12281.0,1210.0,430.0,303.0,101505.0,742.13,-0.55,English,15.82,Youth,2025-05-09,purplle,224865.38999999998
Social Media,Tier 2 City Customers,17.0,"Email, Instagram, Facebook",70290.0,7787.0,3510.0,1060.0,532120.0,208.72,1.41,Tamil,17.58,Working Women,2025-05-22,purplle,221243.2
Email,Tier 2 City Customers,9.0,"YouTube, Email",15679.0,2259.0,1081.0,705.0,341925.0,393.87,0.23,Hindi,25.8,Working Women,2024-12-22,purplle,277678.35
SEO,Youth,24.0,"Email, Instagram",93869.0,2220.0,1078.0,721.0,483070.0,266.5,1.51,Bengali,4.28,College Students,2024-11-10,purplle,192146.5
Influencer,Premium Shoppers,28.0,"YouTube, Facebook, WhatsApp",86559.0,5521.0,1876.0,904.0,320920.0,177.37,1.0,Hindi,9.59,Working Women,2025-02-03,purplle,160342.48
Influencer,Premium Shoppers,12.0,"WhatsApp, Instagram, Facebook",88058.0,12006.0,5371.0,3820.0,1405760.0,61.27,5.01,Tamil,24.07,Working Women,2024-08-29,purplle,234051.40000000002
Paid Ads,Premium Shoppers,8.0,"WhatsApp, YouTube",86249.0,7684.0,2279.0,1257.0,749172.0,90.92,5.56,Hindi,13.01,Youth,2024-07-30,purplle,114286.44
Email,Youth,17.0,"WhatsApp, Instagram, Facebook",13517.0,1333.0,523.0,384.0,270720.0,227.07,2.1,Hindi,16.57,Premium Shoppers,2024-12-18,purplle,87194.88
Email,College Students,17.0,"Email, Google",71749.0,8374.0,3129.0,2121.0,1151703.0,63.7,7.52,Hindi,18.99,Premium Shoppers,2025-04-03,purplle,135107.7
Paid Ads,Tier 2 City Customers,6.0,Email,53744.0,6153.0,2683.0,1384.0,934200.0,36.95,17.27,English,19.02,College Students,2024-07-28,purplle,51138.8
Email,Tier 2 City Customers,27.0,"Email, Google, Instagram",42386.0,4613.0,2446.0,1945.0,562105.0,104.63,1.76,Hindi,21.24,Working Women,2025-05-08,purplle,203505.34999999998
SEO,Tier 2 City Customers,17.0,"Email, WhatsApp",36947.0,918.0,335.0,165.0,94710.0,1709.13,-0.66,Tamil,3.84,Premium Shoppers,2024-08-01,purplle,282006.45
Email,Premium Shoppers,10.0,"Instagram, Email, WhatsApp",55182.5,4388.0,1263.0,737.0,570438.0,387.95,1.0,Hindi,11.58,Working Women,2025-03-29,purplle,285919.14999999997
Email,College Students,23.0,"Google, WhatsApp",67447.0,4964.0,1929.0,827.0,186075.0,153.87,0.46,Tamil,11.45,Tier 2 City Customers,2024-11-22,purplle,127250.49
Influencer,Youth,18.0,Facebook,17038.0,2060.0,834.0,303.0,211797.0,697.43,0.0,English,18.76,Tier 2 City Customers,2024-11-01,purplle,211321.28999999998
Email,Premium Shoppers,18.0,"WhatsApp, Instagram",30627.0,2994.0,1091.0,430.0,148780.0,640.0,-0.46,Bengali,14.74,Working Women,2025-01-04,purplle,275200.0
Paid Ads,Tier 2 City Customers,24.0,Instagram,20506.0,2707.0,831.0,321.0,104004.0,544.27,-0.4,Tamil,18.82,Working Women,2025-06-02,purplle,174710.66999999998
Email,Tier 2 City Customers,12.0,"Email, YouTube",96560.0,10182.0,5365.0,4056.0,1695408.0,56.38,6.41,Hindi,20.3,College Students,2024-08-23,purplle,228677.28
Influencer,Working Women,8.0,"Facebook, WhatsApp",71417.0,5184.0,2499.0,1751.0,681139.0,154.08,1.52,Tamil,13.21,Youth,2025-01-21,purplle,269794.08
Social Media,Working Women,24.0,"Google, WhatsApp, Email",13430.0,1442.0,580.0,229.0,104653.0,415.07,0.1,Tamil,16.76,Youth,2024-11-28,purplle,95051.03
Paid Ads,College Students,17.0,"Instagram, Email, YouTube",48669.0,4221.0,1505.0,840.0,541800.0,141.97,3.54,English,13.49,Working Women,2024-11-30,purplle,119254.8
Influencer,Youth,17.0,"Instagram, WhatsApp, Facebook",44456.0,5236.0,2931.0,1010.0,415110.0,210.5,0.95,Bengali,20.64,Premium Shoppers,2025-01-26,purplle,212605.0
Email,Tier 2 City Customers,5.0,"WhatsApp, Instagram, Google",29218.0,1006.0,504.0,356.0,173372.0,181.71,1.68,Hindi,6.39,Youth,2025-02-17,purplle,64688.76
Influencer,Premium Shoppers,17.0,"Facebook, Instagram",92627.0,13688.0,3912.0,2712.0,1356000.0,89.67,4.58,Hindi,21.93,Premium Shoppers,2025-04-15,purplle,243185.04
Influencer,Youth,5.0,"Email, YouTube",55182.5,4406.0,1710.0,967.0,725250.0,165.04,3.54,Tamil,12.84,College Students,2025-01-30,purplle,159593.68
Social Media,Youth,6.0,"Email, WhatsApp",90113.0,11799.0,6111.0,4329.0,2623374.0,27.54,21.0,Tamil,24.68,Youth,2024-09-02,purplle,119220.66
Paid Ads,College Students,25.0,YouTube,37890.0,3429.0,1063.0,327.0,129165.0,437.27,-0.1,Hindi,12.72,Premium Shoppers,2024-08-24,purplle,142987.29
SEO,Youth,23.0,"Instagram, YouTube",26051.0,1707.0,603.0,292.0,189508.0,692.52,-0.06,English,9.99,College Students,2024-12-17,purplle,202215.84
Paid Ads,Working Women,17.0,Facebook,42843.0,5385.0,2642.0,1842.0,1361238.0,120.53,5.13,Hindi,23.04,Youth,2025-05-25,purplle,222016.26
Influencer,College Students,9.0,"WhatsApp, Instagram, YouTube",43096.0,3583.0,1492.0,510.0,325890.0,130.04,3.91,Tamil,12.96,College Students,2025-03-01,purplle,66320.4
SEO,Youth,7.0,WhatsApp,55182.5,6270.0,1512.0,646.0,324292.0,235.82,1.13,English,15.27,Premium Shoppers,2025-02-02,purplle,152339.72
Social Media,Working Women,20.0,"WhatsApp, Facebook",94427.0,8631.0,3842.0,1477.0,478548.0,152.97,1.12,Tamil,14.77,Tier 2 City Customers,2025-04-21,purplle,225936.69
Paid Ads,Premium Shoppers,15.0,YouTube,55182.5,1984.0,646.0,197.0,41567.0,901.76,-0.77,Bengali,5.12,College Students,2025-04-18,purplle,177646.72
Influencer,College Students,23.0,"Email, WhatsApp",58991.0,7670.0,3329.0,2463.0,1130517.0,110.09,3.17,Bengali,22.82,Tier 2 City Customers,2024-09-17,purplle,271151.67
Influencer,Youth,15.0,Instagram,56790.0,4798.0,1092.0,430.0,279930.0,319.41,1.04,Bengali,11.13,Youth,2025-05-01,purplle,137346.30000000002
Paid Ads,Tier 2 City Customers,8.0,YouTube,47577.0,3223.0,1433.0,705.0,175545.0,363.94,-0.32,Bengali,11.27,College Students,2025-05-08,purplle,256577.7
Email,College Students,16.0,WhatsApp,91227.0,12675.0,3858.0,2863.0,827407.0,25.39,10.38,English,21.26,Youth,2025-04-05,purplle,72691.57
Email,Tier 2 City Customers,16.0,"Google, Facebook",94749.0,4327.0,2509.0,1305.0,816930.0,69.18,8.05,Hindi,8.59,Premium Shoppers,2025-05-08,purplle,90279.90000000001
Paid Ads,Premium Shoppers,20.0,Email,66678.0,4585.0,2054.0,622.0,251288.0,173.96,1.32,English,10.89,Youth,2024-12-20,purplle,108203.12000000001
Influencer,Youth,7.0,"YouTube, WhatsApp",82216.0,7382.0,2625.0,1390.0,1038330.0,62.74,10.91,English,13.86,College Students,2024-07-09,purplle,87208.6
Paid Ads,Working Women,27.0,Email,31140.0,1301.0,402.0,239.0,129060.0,362.77,0.49,English,6.24,College Students,2025-02-01,purplle,86702.03
Influencer,Premium Shoppers,28.0,Email,30590.0,1149.0,370.0,132.0,39336.0,959.98,-0.69,English,5.4,Working Women,2024-11-03,purplle,126717.36
Paid Ads,Youth,17.0,Email,85016.0,4416.0,2152.0,655.0,165715.0,130.96,0.93,English,8.5,Premium Shoppers,2025-06-07,purplle,85778.8
SEO,Premium Shoppers,8.0,"Facebook, YouTube, Instagram",42011.0,5335.0,1118.0,516.0,356556.0,186.22,2.71,English,16.59,Tier 2 City Customers,2024-12-19,purplle,96089.52
Social Media,College Students,7.0,"WhatsApp, Google",83332.0,5599.0,1675.0,683.0,252710.0,273.3,0.35,Bengali,9.55,Youth,2025-01-21,purplle,186663.9
Influencer,Youth,20.0,Instagram,65855.0,6940.0,2968.0,2064.0,1060896.0,133.79,2.84,Hindi,18.18,Premium Shoppers,2024-08-09,purplle,276142.56
Influencer,College Students,20.0,"WhatsApp, Email, Instagram",96376.0,9353.0,5497.0,1739.0,977318.0,158.77,2.54,Hindi,17.21,College Students,2025-04-17,purplle,276101.03
Paid Ads,Premium Shoppers,26.0,"Facebook, YouTube",11370.0,1497.0,666.0,241.0,70854.0,715.94,-0.59,Bengali,21.14,Youth,2024-08-20,purplle,172541.54
Email,Premium Shoppers,25.0,WhatsApp,55182.5,6114.0,3331.0,1136.0,809968.0,103.96,5.86,Hindi,19.17,Tier 2 City Customers,2025-02-05,purplle,118098.56
Paid Ads,Premium Shoppers,29.0,"YouTube, Facebook, Instagram",29778.0,4030.0,2311.0,1017.0,443412.0,121.23,2.6,Bengali,24.71,College Students,2025-02-21,purplle,123290.91
Influencer,College Students,23.0,YouTube,92864.0,4093.0,1088.0,561.0,149787.0,210.02,0.27,Hindi,6.18,Youth,2025-02-09,purplle,117821.22
SEO,Tier 2 City Customers,10.0,"Facebook, Google",13980.0,674.0,303.0,133.0,64239.0,879.54,-0.45,Tamil,7.94,Youth,2025-01-08,purplle,116978.81999999999
Email,Premium Shoppers,16.0,"Instagram, YouTube",38284.0,3476.0,1036.0,458.0,196482.0,609.35,-0.3,Bengali,12.98,Working Women,2024-07-24,purplle,279082.3
Social Media,Youth,28.0,"Google, YouTube, Email",41195.0,1618.0,491.0,225.0,167400.0,287.71,1.59,Tamil,5.67,Premium Shoppers,2024-12-23,purplle,64734.74999999999
Social Media,Premium Shoppers,19.0,"Instagram, WhatsApp",34604.0,1093.0,620.0,242.0,172546.0,1117.49,-0.36,English,5.65,Working Women,2025-03-16,purplle,270432.58
Social Media,Premium Shoppers,15.0,Instagram,33704.0,4773.0,1716.0,553.0,282583.0,160.13,2.19,Tamil,20.89,Premium Shoppers,2025-03-16,purplle,88551.89
Influencer,Working Women,26.0,Facebook,67080.0,2399.0,1034.0,580.0,128760.0,498.07,-0.55,Hindi,5.98,Working Women,2024-07-24,purplle,288880.6
Paid Ads,Premium Shoppers,25.0,"YouTube, Instagram, Email",73434.0,9549.0,3568.0,2540.0,1336040.0,26.0,19.23,Hindi,21.32,Youth,2024-09-03,purplle,66040.0
Influencer,Youth,23.0,"WhatsApp, Instagram",45571.0,4944.0,1892.0,660.0,167640.0,314.74,-0.19,Tamil,16.45,College Students,2025-02-02,purplle,207728.4
Email,College Students,16.0,Instagram,39228.0,3452.0,1590.0,1008.0,728784.0,95.26,6.59,Tamil,15.42,Youth,2025-02-06,purplle,96022.08
Paid Ads,Working Women,6.0,"Instagram, Email, WhatsApp",34918.0,2124.0,1262.0,977.0,296031.0,180.61,0.68,English,12.49,Tier 2 City Customers,2025-02-22,purplle,176455.97
Influencer,Working Women,9.0,"Email, YouTube",82746.0,5843.0,2260.0,702.0,248508.0,423.58,-0.16,Tamil,10.64,Working Women,2025-06-05,purplle,297353.16
Influencer,Working Women,27.0,"Email, YouTube",97753.0,11130.0,3687.0,1930.0,1416620.0,109.72,5.69,Bengali,17.13,Youth,2024-09-06,purplle,211759.6
SEO,Working Women,5.0,Email,31482.0,2863.0,923.0,650.0,219050.0,256.92,0.31,Tamil,14.09,Working Women,2024-12-04,purplle,166998.0
SEO,College Students,22.0,"Google, YouTube, Facebook",92560.0,4261.0,940.0,555.0,428460.0,507.93,0.52,Bengali,6.22,College Students,2024-11-06,purplle,281901.15
Social Media,Working Women,29.0,Facebook,34799.0,3611.0,2042.0,1057.0,289618.0,54.85,4.0,Tamil,19.28,Youth,2024-08-11,purplle,57976.450000000004
SEO,College Students,21.0,"Instagram, Google, Email",73059.0,10298.0,5759.0,1854.0,1396062.0,60.97,11.35,Tamil,24.52,Premium Shoppers,2025-02-08,purplle,113038.38
SEO,Premium Shoppers,29.0,"Email, Facebook",61221.0,7290.0,1873.0,1084.0,553924.0,214.06,1.39,Hindi,16.74,College Students,2025-05-01,purplle,232041.04
Influencer,College Students,26.0,"Email, YouTube",64863.0,5589.0,2698.0,1689.0,374958.0,32.65,5.8,Tamil,15.38,College Students,2025-04-24,purplle,55145.85
Paid Ads,Working Women,12.0,"Instagram, Email",25217.0,3642.0,2067.0,731.0,298248.0,262.55,0.55,Hindi,25.54,Working Women,2024-07-28,purplle,191924.05000000002
Email,Working Women,25.0,"Google, Instagram",75859.0,5149.0,2015.0,1098.0,707112.0,110.9,4.81,Tamil,10.89,Youth,2024-10-25,purplle,121768.20000000001
Email,Youth,26.0,"Facebook, YouTube",67435.0,9112.0,5374.0,4193.0,3140557.0,62.31,11.02,English,27.7,Tier 2 City Customers,2025-05-16,purplle,261265.83000000002
Paid Ads,Tier 2 City Customers,23.0,Instagram,34235.0,3586.0,1311.0,719.0,544283.0,150.62,4.03,English,16.4,Working Women,2025-01-11,purplle,108295.78
Paid Ads,College Students,6.0,"YouTube, Facebook, Email",26373.0,3018.0,1579.0,1169.0,912989.0,45.75,16.07,Hindi,21.86,Premium Shoppers,2025-03-06,purplle,53481.75
Social Media,Premium Shoppers,8.0,"Instagram, Email, WhatsApp",13419.0,535.0,132.0,58.0,13572.0,4565.83,-0.95,Bengali,5.4,College Students,2025-01-18,purplle,264818.14
Influencer,Youth,26.0,"WhatsApp, Google",85642.0,5564.0,2499.0,905.0,259735.0,168.83,0.7,Tamil,10.47,Working Women,2024-11-10,purplle,152791.15000000002
Influencer,Youth,17.0,"Email, YouTube, Instagram",29904.0,2282.0,669.0,221.0,127296.0,478.6,0.2,Bengali,10.61,Youth,2024-08-05,purplle,105770.6
Email,College Students,9.0,"Google, Email",68144.0,4558.0,1294.0,507.0,368082.0,477.95,0.52,Bengali,9.33,Youth,2025-05-04,purplle,242320.65
SEO,Youth,26.0,"Email, Facebook, YouTube",80906.0,11119.0,2494.0,1309.0,566797.0,159.51,1.71,English,18.44,Tier 2 City Customers,2025-04-16,purplle,208798.59
Email,Youth,8.0,"Instagram, Facebook, YouTube",39279.0,912.0,366.0,229.0,136942.0,927.65,-0.36,Bengali,3.84,Youth,2025-05-07,purplle,212431.85
Email,Premium Shoppers,25.0,"Facebook, Google, Email",27736.0,3156.0,1445.0,685.0,470595.0,175.22,2.92,Hindi,19.06,Youth,2024-12-08,purplle,120025.7
Influencer,Premium Shoppers,25.0,"YouTube, Instagram, Facebook",82004.0,3805.0,1801.0,882.0,495684.0,152.19,2.69,Bengali,7.91,Youth,2024-09-24,purplle,134231.58
Email,College Students,12.0,"Email, Facebook",95865.0,11017.0,4072.0,3207.0,1510497.0,78.29,5.02,Hindi,19.09,Tier 2 City Customers,2024-07-21,purplle,251076.03000000003
Paid Ads,College Students,26.0,"YouTube, Email, WhatsApp",86245.0,12449.0,3908.0,2460.0,1638360.0,121.3,4.49,English,21.82,Tier 2 City Customers,2025-03-13,purplle,298398.0
Influencer,Youth,18.0,WhatsApp,43589.0,4579.0,2398.0,854.0,560224.0,255.3,1.57,English,17.97,Youth,2025-04-07,purplle,218026.2
Email,Youth,9.0,YouTube,30677.0,1488.0,395.0,230.0,141680.0,1135.19,-0.46,Tamil,6.89,Youth,2024-12-07,purplle,261093.7
Social Media,Working Women,30.0,"Email, Instagram, YouTube",18914.0,893.0,388.0,221.0,52156.0,1342.07,-0.82,English,7.94,Youth,2025-01-26,purplle,296597.47
Paid Ads,Youth,22.0,"Instagram, WhatsApp",13946.0,404.0,198.0,107.0,49862.0,1643.04,-0.72,Tamil,5.08,Youth,2024-08-14,purplle,175805.28
SEO,Youth,10.0,"Email, Facebook, YouTube",31368.0,1756.0,995.0,602.0,435246.0,383.89,0.88,Hindi,10.69,Premium Shoppers,2024-12-11,purplle,231101.78
Paid Ads,Premium Shoppers,6.0,"YouTube, Email, Instagram",35141.0,1953.0,574.0,443.0,262699.0,637.94,-0.07,Hindi,8.45,Working Women,2025-03-30,purplle,282607.42000000004
Influencer,Premium Shoppers,25.0,Instagram,38298.0,1021.0,596.0,262.0,120782.0,860.48,-0.46,Bengali,4.91,Youth,2024-09-04,purplle,225445.76
Influencer,Working Women,19.0,Facebook,10668.0,306.0,73.0,38.0,27246.0,5727.42,-0.87,Tamil,3.91,Tier 2 City Customers,2025-02-08,purplle,217641.96
SEO,Youth,21.0,"Facebook, Email, Google",55182.5,6356.0,2260.0,1463.0,911449.0,130.98,3.76,Tamil,18.26,Tier 2 City Customers,2024-12-01,purplle,191623.74
Paid Ads,Premium Shoppers,12.0,"Google, YouTube, Facebook",26210.0,863.0,319.0,152.0,97432.0,1158.01,-0.45,English,5.09,Premium Shoppers,2025-03-20,purplle,176017.52
Paid Ads,Youth,27.0,"Google, Facebook, WhatsApp",99705.0,13815.0,3992.0,1391.0,424255.0,118.45,1.57,Tamil,19.25,Tier 2 City Customers,2024-09-02,purplle,164763.95
SEO,Premium Shoppers,7.0,WhatsApp,55182.5,848.0,318.0,147.0,43659.0,1964.74,-0.85,Tamil,2.38,Tier 2 City Customers,2025-03-25,purplle,288816.78
Social Media,Premium Shoppers,13.0,"YouTube, WhatsApp",94465.0,11086.0,2928.0,2278.0,1353132.0,114.93,4.17,English,17.25,College Students,2025-06-05,purplle,261810.54
Email,Youth,11.0,YouTube,36196.0,2927.0,1596.0,762.0,457200.0,298.14,1.01,English,14.6,Premium Shoppers,2025-02-06,purplle,227182.68
Paid Ads,Tier 2 City Customers,11.0,"WhatsApp, Instagram, YouTube",67810.0,7262.0,3508.0,2434.0,1781688.0,78.37,8.34,Bengali,19.47,Tier 2 City Customers,2024-09-15,purplle,190752.58000000002
Influencer,Premium Shoppers,6.0,"Instagram, WhatsApp, Facebook",88639.0,5223.0,1518.0,979.0,666699.0,223.91,2.04,English,8.71,Premium Shoppers,2024-08-16,purplle,219207.88999999998
Paid Ads,Youth,10.0,Email,70097.0,4646.0,2717.0,2119.0,1159093.0,137.24,2.99,Bengali,13.53,College Students,2025-02-06,purplle,290811.56
Email,College Students,24.0,Email,39894.0,5071.0,1218.0,564.0,190632.0,104.13,2.25,English,17.18,Youth,2024-12-11,purplle,58729.32
SEO,Tier 2 City Customers,15.0,"Instagram, WhatsApp",74551.0,7901.0,2009.0,1410.0,494910.0,117.73,1.98,Hindi,15.18,Tier 2 City Customers,2025-05-26,purplle,165999.30000000002
Influencer,Tier 2 City Customers,7.0,Email,26698.0,2690.0,1427.0,618.0,494400.0,247.68,2.23,Tamil,17.74,Youth,2024-08-28,purplle,153066.24
Social Media,College Students,18.0,"Instagram, WhatsApp",61512.0,4020.0,2214.0,1541.0,1225095.0,142.7,4.57,Hindi,12.64,Youth,2025-03-26,purplle,219900.69999999998
SEO,Tier 2 City Customers,17.0,YouTube,55284.0,6838.0,2492.0,1956.0,684600.0,117.36,1.98,Hindi,20.41,College Students,2024-09-29,purplle,229556.16
Email,College Students,19.0,"WhatsApp, Facebook",25958.0,3809.0,2083.0,1507.0,934340.0,83.64,6.41,English,28.5,College Students,2025-04-09,purplle,126045.48
Social Media,Tier 2 City Customers,8.0,"Google, Facebook",11252.0,454.0,192.0,58.0,18792.0,4557.48,-0.93,Bengali,6.26,Premium Shoppers,2025-03-28,purplle,264333.83999999997
Social Media,College Students,9.0,Google,57417.0,2094.0,956.0,495.0,122265.0,304.05,-0.19,English,6.17,Youth,2024-12-11,purplle,150504.75
Social Media,Tier 2 City Customers,15.0,"WhatsApp, Facebook",35140.0,2701.0,1534.0,660.0,502260.0,91.86,7.28,Hindi,13.93,Tier 2 City Customers,2024-10-22,purplle,60627.6
Influencer,College Students,30.0,Email,52345.0,6898.0,2315.0,1311.0,596505.0,136.32,2.34,Bengali,20.11,Working Women,2024-12-29,purplle,178715.52
SEO,Working Women,9.0,"Instagram, Email, Google",69001.0,9632.0,4499.0,2923.0,1289043.0,78.73,4.6,Bengali,24.72,College Students,2025-04-17,purplle,230127.79
SEO,Youth,10.0,"Instagram, Email, Google",48378.0,2058.0,864.0,482.0,372104.0,135.4,4.7,Bengali,7.04,Tier 2 City Customers,2025-01-18,purplle,65262.8
Social Media,Youth,7.0,"Email, Google, YouTube",63157.0,8884.0,2883.0,1864.0,553608.0,119.91,1.48,Hindi,21.58,Working Women,2024-09-30,purplle,223512.24
Social Media,Youth,21.0,Google,54794.0,6118.0,1297.0,706.0,516792.0,130.32,4.62,Hindi,14.82,Youth,2024-09-30,purplle,92005.92
Influencer,Youth,25.0,WhatsApp,44655.0,5611.0,2663.0,1151.0,241710.0,244.64,-0.14,Bengali,21.11,Tier 2 City Customers,2024-07-24,purplle,281580.63999999996
SEO,Premium Shoppers,18.0,"Instagram, Google",43536.0,2821.0,1676.0,933.0,435711.0,307.3,0.52,Bengali,12.47,Premium Shoppers,2025-06-04,purplle,286710.9
Influencer,College Students,20.0,"Email, Google, Facebook",42559.0,6249.0,2576.0,1033.0,737562.0,260.65,1.74,Bengali,23.16,Tier 2 City Customers,2024-07-18,purplle,269251.44999999995
SEO,Youth,6.0,Instagram,93334.0,13811.0,3766.0,2578.0,897144.0,63.72,4.46,Tamil,21.59,Premium Shoppers,2024-10-08,purplle,164270.16
Paid Ads,Premium Shoppers,17.0,Instagram,88119.0,5652.0,1317.0,396.0,259776.0,430.26,0.52,Hindi,8.36,Working Women,2025-01-11,purplle,170382.96
Influencer,College Students,21.0,"Facebook, WhatsApp, Instagram",98257.0,7795.0,4093.0,2201.0,1382228.0,210.02,1.99,Hindi,14.34,Tier 2 City Customers,2025-05-10,purplle,462254.02
SEO,Premium Shoppers,20.0,YouTube,46410.0,1124.0,542.0,290.0,160080.0,316.92,0.74,English,4.21,Tier 2 City Customers,2025-01-27,purplle,91906.8
Influencer,Working Women,19.0,Email,50405.0,4424.0,2260.0,1790.0,1125910.0,143.98,3.37,English,16.81,Premium Shoppers,2024-12-08,purplle,257724.19999999998
Influencer,Working Women,12.0,"Facebook, Instagram",24879.0,3400.0,949.0,379.0,164865.0,770.85,-0.44,English,19.0,Premium Shoppers,2025-04-23,purplle,292152.15
Influencer,Premium Shoppers,17.0,"Facebook, Email",90780.0,2756.0,1571.0,1075.0,247250.0,76.76,2.0,Tamil,5.95,College Students,2024-11-03,purplle,82517.0
Social Media,College Students,17.0,"Google, Instagram",70396.0,5606.0,1323.0,501.0,388275.0,396.11,0.96,Tamil,10.55,Premium Shoppers,2024-11-03,purplle,198451.11000000002
Paid Ads,College Students,27.0,"Email, Google",28247.0,576.0,310.0,152.0,69920.0,1846.36,-0.75,Tamil,3.67,Working Women,2024-07-02,purplle,280646.72
SEO,Youth,28.0,Instagram,12043.0,1715.0,702.0,454.0,103512.0,436.52,-0.48,Tamil,23.84,College Students,2025-02-22,purplle,198180.08
SEO,Premium Shoppers,21.0,"Facebook, Instagram",70073.0,2851.0,1105.0,565.0,192665.0,432.23,-0.21,English,6.45,Tier 2 City Customers,2025-02-04,purplle,244209.95
Influencer,College Students,11.0,"Facebook, YouTube",67132.0,2036.0,1159.0,661.0,342398.0,89.18,4.81,English,5.74,College Students,2024-12-30,purplle,58947.98
